coco/AP,coco/AP .5,coco/AP .75,coco/AP (M),coco/AP (L),coco/AR,coco/AR .5,coco/AR .75,coco/AR (M),coco/AR (L),PCK,AUC,NME,data_time,time,step
0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.07256235827664399,0.000453514739229025,0.3659600151909722,0.771478533744812,0.8004355033238729,10.0
0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.272108843537415,0.00816326530612245,0.27337708765146684,0.6830286298479352,0.7016064439501081,20.0
0.0007740774077407742,0.00477047704770477,0.0,-1.0,0.0007740774077407742,0.007142857142857143,0.047619047619047616,0.0,-1.0,0.007142857142857143,0.31179138321995464,0.0108843537414966,0.23602590755540498,0.6842304297855922,0.6960676738194057,30.0
9.581603321622485e-05,0.0009581603321622484,0.0,-1.0,9.581603321622485e-05,0.0023809523809523807,0.023809523809523808,0.0,-1.0,0.0023809523809523807,0.33900226757369617,0.011848072562358276,0.2412605026141316,0.6852697644914899,0.6965398447854179,40.0
0.00018564356435643565,0.0018564356435643563,0.0,-1.0,0.00018564356435643565,0.0023809523809523807,0.023809523809523808,0.0,-1.0,0.0023809523809523807,0.35260770975056693,0.007199546485260771,0.2297944222448094,0.6818824495588031,0.6932871341705322,50.0
0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.300453514739229,0.006916099773242632,0.28571762465565653,0.6838557038988385,0.6959536416190011,60.0
0.00039003900390039,0.0030003000300030005,0.0,-1.0,0.00039003900390039,0.007142857142857143,0.047619047619047616,0.0,-1.0,0.007142857142857143,0.36281179138321995,0.013265306122448983,0.23918577440741923,0.6857295376913888,0.6978335721152169,70.0
0.0003712871287128713,0.0037128712871287127,0.0,-1.0,0.0003712871287128713,0.0023809523809523807,0.023809523809523808,0.0,-1.0,0.0023809523809523807,0.3616780045351473,0.013321995464852607,0.24238550095331102,0.6918938841138568,0.7037674018314907,80.0
0.01051980198019802,0.05074257425742573,0.0,-1.0,0.01051980198019802,0.016666666666666666,0.07142857142857142,0.0,-1.0,0.016666666666666666,0.3219954648526077,0.006972789115646258,0.2028861186401644,0.6879865782601493,0.7000182356153216,90.0
0.059692548496531335,0.3308351390491625,0.0,-1.0,0.059692548496531335,0.10238095238095238,0.47619047619047616,0.0,-1.0,0.10238095238095238,0.5102040816326532,0.01780045351473923,0.1309896888646409,0.6850481033325195,0.6971096651894706,100.0
0.006196103481315871,0.030980517406579356,0.0,-1.0,0.006196103481315871,0.009523809523809523,0.047619047619047616,0.0,-1.0,0.009523809523809523,0.3412698412698412,0.00992063492063492,0.18145563380788512,0.6941001755850655,0.7062931741986956,110.0
0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.2947845804988662,0.008843537414965985,0.20753660656156994,0.6977062565939767,0.7099168300628662,120.0
0.23332991293101799,0.7580560851116168,0.033663366336633666,-1.0,0.23332991293101799,0.28095238095238095,0.8095238095238095,0.07142857142857142,-1.0,0.28095238095238095,0.7029478458049885,0.029308390022675743,0.0877667987157428,0.6968936238970075,0.7087012359074184,130.0
0.3903380380393755,0.928005657708628,0.2531678012521749,-1.0,0.3903380380393755,0.4428571428571429,0.9523809523809523,0.38095238095238093,-1.0,0.4428571428571429,0.8253968253968254,0.04767573696145124,0.07079994651465729,0.6933192184993199,0.7051511492047992,140.0
0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.18140589569160998,0.002777777777777778,0.3122946118551587,0.6886230196271624,0.7006195613316127,150.0
0.3659968709798166,0.9344323594921069,0.06201146430432517,-1.0,0.3659968709798166,0.4166666666666667,0.9523809523809523,0.16666666666666666,-1.0,0.4166666666666667,0.8004535147392291,0.03543083900226757,0.07321952421919288,0.6887244156428746,0.7005230018070766,160.0
0.17635596178033872,0.640577187692244,0.0,-1.0,0.17635596178033872,0.19761904761904764,0.6666666666666666,0.0,-1.0,0.19761904761904764,0.5793650793650794,0.021825396825396828,0.11366472655142787,0.6908928326198033,0.7021830422537667,170.0
0.3939799125574589,0.9124504088039466,0.2577302373094452,-1.0,0.3939799125574589,0.4166666666666667,0.9285714285714286,0.30952380952380953,-1.0,0.4166666666666667,0.7891156462585035,0.03571428571428571,0.07494817893791632,0.686544486454555,0.6978881018502372,180.0
0.5062778132772191,1.0,0.38401697312588395,-1.0,0.5062778132772191,0.5547619047619048,1.0,0.5952380952380952,-1.0,0.5547619047619048,0.901360544217687,0.054195011337868484,0.06109112244344352,0.6869571549551827,0.6984233856201172,190.0
0.444939634812264,0.923097071611923,0.29794122887739155,-1.0,0.444939634812264,0.4976190476190476,0.9523809523809523,0.42857142857142855,-1.0,0.4976190476190476,0.8514739229024942,0.05249433106575963,0.06608160715254527,0.686934096472604,0.6982560157775879,200.0
0.48789594921977986,0.9669966996699672,0.31839035551906836,-1.0,0.48789594921977986,0.5285714285714286,0.9761904761904762,0.4523809523809524,-1.0,0.5285714285714286,0.8730158730158729,0.0449546485260771,0.06391616527185419,0.6808223383767265,0.6921782493591309,210.0
0.49302196283598554,0.9613389910419614,0.4779795729119192,-1.0,0.49302196283598554,0.5333333333333334,0.9761904761904762,0.5714285714285714,-1.0,0.5333333333333334,0.8798185941043083,0.052324263038548764,0.06333780613075309,0.6849426882607597,0.6966441018240792,220.0
0.6133263115094642,1.0,0.7173617181725752,-1.0,0.6133263115094642,0.6452380952380953,1.0,0.7619047619047619,-1.0,0.6452380952380953,0.9376417233560088,0.07539682539682539,0.053406799731611394,0.69537581716265,0.7071108477456229,230.0
0.6236988552907635,1.0,0.7431122185194368,-1.0,0.6236988552907635,0.6523809523809524,1.0,0.7857142857142857,-1.0,0.6523809523809524,0.939909297052154,0.07171201814058957,0.05278928588036777,0.6932769502912249,0.7054244790758405,240.0
0.6305256979210385,1.0,0.7798255133395113,-1.0,0.6305256979210385,0.6619047619047619,1.0,0.8095238095238095,-1.0,0.6619047619047619,0.9376417233560088,0.08299319727891158,0.051121419789839764,0.6938301835741315,0.7058656896863665,250.0
0.6747945066351054,1.0,0.8314055185825291,-1.0,0.6747945066351054,0.6976190476190476,1.0,0.8571428571428571,-1.0,0.6976190476190476,0.9591836734693876,0.09331065759637189,0.047801461079223354,0.6925140108380999,0.7042410033089774,260.0
0.6621861947799408,1.0,0.8667609618104669,-1.0,0.6621861947799408,0.6904761904761905,1.0,0.8809523809523809,-1.0,0.6904761904761905,0.9535147392290246,0.09189342403628119,0.04861714023581438,0.6909885406494141,0.7031136921473912,270.0
0.7026751296455742,1.0,0.8596563521452562,-1.0,0.7026751296455742,0.7261904761904762,1.0,0.8809523809523809,-1.0,0.7261904761904762,0.9591836734693876,0.1011904761904762,0.04624627560985332,0.694373607635498,0.7062885761260986,280.0
0.7079022471534913,1.0,0.8870448020411796,-1.0,0.7079022471534913,0.7285714285714285,1.0,0.9047619047619048,-1.0,0.7285714285714285,0.9625850340136053,0.10787981859410431,0.04544239087439989,0.6964225087847028,0.7081045082637242,290.0
0.7164171432097302,1.0,0.917557416845664,-1.0,0.7164171432097302,0.7357142857142857,1.0,0.9285714285714286,-1.0,0.7357142857142857,0.9659863945578229,0.10521541950113378,0.04483696122288434,0.6968696798597064,0.7087785175868443,300.0
